# Giralia Bay, Western Australia 90 Year Mangrove Wood Density Data
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14608
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14608.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI: 10.25921/zjrb-9b32
#
# Science_Keywords: Pacific Decadal Oscillation, hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/giralia4age-noaa.txt
#   Data_Download_Description: NOAA Template File; Wood Density Data from Stem 4 by Age
#
#--------------------
# Contribution_Date
#   Date: 2013-06-22
#--------------------
# File_Last_Modified_Date
#   Date: 2025-09-17
#--------------------
# Title
#   Study_Name: Giralia Bay, Western Australia 90 Year Mangrove Wood Density Data
#--------------------
# Investigators
#   Investigators: Santini, N.S.(https://orcid.org/0000-0002-8319-8862); Hua, Q.(https://orcid.org/0000-0003-0179-8539); Schmitz, N.; Lovelock, C.E.(https://orcid.org/0000-0002-2219-6855)
#--------------------
# Description_Notes_and_Keywords
#   Description: Mangrove (Avicennia marina) wood density data from Giralia Bay, Exmouth Gulf, Western Australia. Data are presented as 4 wood density (g/cm3) profiles per stem (stem 1, stem 2, stem 3, stem 4) and with x=distance from pith (cm) and x=years (calendar year before 2008 AD determined by radiocarbon dating). NOAA Template Raw Measurements file added 2019-01-24.
#--------------------
# Publication
#   Authors: Nadia S. Santini, Quan Hua, Nele Schmitz, Catherine E. Lovelock
#   Journal_Name: PLoS ONE
#   Published_Title: Chronologies of growth of mangrove trees in arid Western Australia: regional drying decreases growth rates
#   Published_Date_or_Year: 2013
#   Volume: 8
#   Issue: 11
#   Pages: 
#   Report_Number: e80116
#   DOI: 10.1371/journal.pone.0080116
#   Full_Citation:
#   Abstract: Mangrove trees tend to be larger and mangrove communities more diverse in tropical latitudes, particularly where there is high rainfall. Variation in the structure, growth and productivity of mangrove forests over climatic gradients suggests they are sensitive to variations in climate, but evidence of changes in the structure and growth of mangrove trees in response to climatic variation is scarce. Bomb-pulse radiocarbon dating provides accurate dates of recent wood formation and tree age of tropical and subtropical tree species. Here, we used radiocarbon techniques combined with X-ray densitometry to develop a wood density chronology for the mangrove Avicennia marina in the Exmouth Gulf, Western Australia (WA). We tested whether wood density chronologies of A. marina were sensitive to variation in the Pacific Decadal Oscillation Index, which reflects temperature fluctuations in the Pacific Ocean and is linked to the instrumental rainfall record in north WA. We also determined growth rates in mangrove trees from the Exmouth Gulf, WA. We found that seaward fringing A. marina trees (~10 cm diameter) were 48±1 to 89±23 years old (mean ± 1sigma) and that their growth rates ranged from 4.08±2.36 to 5.30±3.33 mm/yr (mean ±1sigma). The wood density of our studied mangrove trees decreased with increases in the Pacific Decadal Oscillation Index. Future predicted drying of the region will likely lead to further reductions in wood density and their associated growth rates in mangrove forests in the region.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Institute of Nuclear Science and Engineering (AINSE)
#   Grant: 09047, 11114
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council (ARC)
#   Grant: DP1096749
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Mexico Consejo Nacional de Ciencia y Tecnología (CONACyT)
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Research Foundation Flanders
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: University of Queensland
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Secretaría de Educación Pública (Mexico SEP)
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Giralia Bay
#   Location: Western Australia
#   Northernmost_Latitude: -22.45
#   Southernmost_Latitude: -22.45
#   Easternmost_Longitude: 114.3167
#   Westernmost_Longitude: 114.3167
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: GiraliaStem4age
#   First_Year: 1945
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m: 0.051
#   Parameter_Keywords: total density
#   Notes: Wood density profiles Giralia Bay Avicennia marina Stem 4
#--------------------
# Species 
# Tree_Species_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/templates/tree-species-code.csv
#   Tree_Species_Download_Description:  List of accepted tree species names and codes. 
#
#   Species_Name: Avicennia marina (Forssk.) Vierh.
#   Common_Name: gray mangrove; white mangrove
#   Tree_Species_Code: AVMA
#--------------------
# Chronology_Information
# Chronology:
#--------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_calBP2008	age,,,calendar year before other datum,,tree ring,,,N,calendar years before 2008CE
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dens1	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 1
## dens2	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 2
## dens3	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 3
## dens4	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 4
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values:
age_calBP2008	age_CE	dens1	dens2	dens3	dens4
1	2007	0.892986558	0.895079086	0.896129032	0.888830716
2	2006	0.860304054	0.857407407	0.86664776	0.857407407
3	2005	0.841818182	0.863220339	0.832643052	0.858370787
4	2004	0.88728223	0.929945222	0.84089158	0.919314079
5	2003	0.924319419	0.921531966	0.900884434	0.924319419
6	2002	0.913815789	0.911091234	0.905690575	0.907843137
7	2001	0.912724014	0.931646341	0.912724014	0.918761275
8	2000	0.899293702	0.901415929	0.908382878	0.905690575
9	1999	0.903548196	0.900353565	0.905690575	0.907304038
10	1998	0.90408284	0.894555035	0.90408284	0.911634845
11	1997	0.895603751	0.878103448	0.884713376	0.906765579
12	1996	0.882159353	0.865665722	0.865665722	0.867139614
13	1995	0.854530201	0.851197772	0.865665722	0.869607285
14	1994	0.862732919	0.839044481	0.829929386	0.845545102
15	1993	0.833097056	0.834918033	0.825445705	0.846013289
16	1992	0.841354626	0.841354626	0.832189542	0.837205479
17	1991	0.833551555	0.839967015	0.810987261	0.844610282
18	1990	0.825891892	0.846481994	0.82101021	0.840429043
19	1989	0.827233351	0.839967015	0.815750133	0.837205479
20	1988	0.825891892	0.847420965	0.828579176	0.843211921
21	1987	0.827233351	0.841354626	0.82056928	0.850250417
22	1986	0.847420965	0.830380435	0.81141795	0.850250417
23	1985	0.858853288	0.818371719	0.800366684	0.824554776
24	1984	0.830380435	0.815750133	0.810557029	0.810557029
25	1983	0.81488	0.823221983	0.833097056	0.797026604
26	1982	0.789612403	0.810987261	0.817058824	0.801206083
27	1981	0.754518519	0.803312303	0.773228745	0.754891304
28	1980	0.755264459	0.784342916	0.756760773	0.751549434
29	1979	0.728959924	0.755264459	0.70087156	0.743142023
30	1978	0.739187228	0.751549434	0.739903148	0.734920635
31	1977	0.72584323	0.752289513	0.711312849	0.739187228
32	1976	0.734567308	0.769722922	0.722753075	0.76242515
33	1975	0.725154248	0.758639523	0.714974263	0.732805755
34	1974	0.759393638	0.748603626	0.733861671	0.740979631
35	1973	0.701515152	0.726879163	0.681185912	0.739903148
36	1972	0.719689119	0.781534527	0.713305322	0.740261628
37	1971	0.724123223	0.769335347	0.708016682	0.720367751
38	1970	0.709660938	0.749337911	0.717660874	0.744227959
39	1969	0.715644028	0.759016393	0.707033781	0.760149254
40	1968	0.71799812	0.71430575	0.709660938	0.747139364
41	1967	0.699908383	0.749705594	0.696716826	0.768948163
42	1966	0.720707547	0.742419825	0.708344924	0.71430575
43	1965	0.73562831	0.748603626	0.663151042	0.748970588
44	1964	0.698568367	0.77020794	0.666295993	0.737447964
45	1963	0.667788462	0.711975769	0.647141042	0.739545015
46	1962	0.696478632	0.677654886	0.65610306	0.731490126
47	1961	0.689991533	0.718272367	0.668482363	0.712307692
48	1960	0.709825784	0.673454545	0.657957206	0.694697357
49	1959	0.683624161	0.70308887	0.639372303	0.68448551
50	1958	0.703392318	0.680200334	0.666841244	0.697074423
51	1957	0.648789809	0.6469869	0.640628931	0.706135182
52	1956	0.661965881	0.661965881	0.65531162	0.651643343
53	1955	0.677936772	0.677936772	0.624429119	0.687082631
54	1954	0.636128025	0.636128025	0.619209726	0.683051132
55	1953	0.647500993	0.647500993	0.647500993	0.647500993
56	1952	0.668756668	0.668756668	0.668756668	0.668756668
57	1951	0.663583062	0.663583062	0.663583062	0.663583062
58	1950	0.68448551	0.68448551	0.68448551	0.68448551
59	1949	0.68448551	0.68448551	0.68448551	0.68448551
60	1948	0.63120062	0.63120062	0.63120062	0.63120062
61	1947	0.647758347	0.647758347	0.647758347	0.647758347
62	1946	0.633901206	0.633901206	0.633901206	0.633901206
63	1945	0.631600902	0.631600902	0.631600902	0.631600902
